FID,OBJECTID,AWNING,CROSS_STRE,ON_STREET,Lat,Lon,Type,Name,Address
808,5299,NO,20th Ave NE,NE 125th St,47.71943107,-122.3075805, , , 
809,5300,NO,25th Ave NE,NE 125th St,47.7193825,-122.3022263, , , 
810,5301,NO,28th Ave NE,NE 125th St,47.71935772,-122.2982368, , , 
811,5302,NO,NE 135th St,30th Ave NE,47.72674423,-122.2962918, , , 
812,5303,NO,NE 130th St,30th Ave NE,47.72307872,-122.2962443, , , 
813,5304,NO,NE 127th St,30th Ave NE,47.72131495,-122.2962222, , , 
814,5305,NO,NE 130th St,35th Ave NE,47.72310685,-122.2909275, , , 
815,5306,NO,NE 133rd St,Lake City Way NE,47.72408216,-122.2925998, , , 
816,5307,NO,35th Ave NE,NE 130th St,47.72275985,-122.2916738, , , 
817,5308,NO,NE 120th St,Lake City Way NE,47.71581215,-122.2971563, , , 
818,5309,NO,NE 113th St,Lake City Way NE,47.71112185,-122.2999299, , , 
819,5310,NO,NE 110th St,Lake City Way NE,47.70857374,-122.301185, , , 
820,5311,NO,39th Ave NE,NE 85th St,47.69011353,-122.2860962, , , 
821,5312,NO,35th Ave NE,NE 85th St,47.6901273,-122.2902445, , , 
822,5313,NO,NE 85th St,38th Ave NE,47.69044279,-122.2879037, , , 
823,5314,NO,35th Ave NE,NE 85th St,47.6902637,-122.2900486, , , 
824,5315,NO,40th Ave NE,NE 85th St,47.69024913,-122.2856243, , , 
825,5316,NO,NE 82nd St,40th Ave NE,47.68836447,-122.2851645, , , 
826,5317,NO,NE 77th St,40th Ave NE,47.68505353,-122.2851502, , , 
827,5318,NO,NE 75th St,40th Ave NE,47.68336805,-122.2850901, , , 
828,5319,NO,44th Ave NE,NE 75th St,47.68310122,-122.280881, , , 
829,5320,NO,48th Ave NE,NE 75th St,47.68309704,-122.277112, , , 
830,5321,NO,SW Morgan St,16th Ave SW,47.54495635,-122.3546614, , , 
831,5322,NO,SW Holly St,16th Ave SW,47.54301651,-122.3548018, , , 
832,5323,NO,SW Orchard St,16th Ave SW,47.53839879,-122.3548802, , , 
833,5324,NO,SW Webster St,16th Ave SW,47.53572167,-122.3549007, , , 
834,5325,NO,SW Sylvan Heights Dr,Sylvan Way SW,47.54023183,-122.3685258, , , 
835,5326,NO,SW Holly St,Sylvan Way SW,47.54306237,-122.3708285, , , 
836,5327,NO,Lanham Pl SW,SW Morgan St,47.54458907,-122.3728578, , , 
837,5328,NO,35th Ave SW,SW Morgan St,47.54460694,-122.3761474, , , 
838,5329,NO,36th Ave SW,SW Morgan St,47.54463476,-122.3778922, , , 
839,5330,NO,38th Ave SW,SW Morgan St,47.54468421,-122.3801712, , , 
840,5331,NO,Lake City Way NE,NE 125th St,47.71934474,-122.2957578, , , 
841,5332,NO,S Othello St,Seward Park Ave S,47.53710857,-122.2673573, , , 
842,5333,NO,S Myrtle St,Seward Park Ave S,47.5387068,-122.2673196, , , 
843,5334,NO,S Willow St,Seward Park Ave S,47.54051948,-122.2663139, , , 
844,5335,NO,S Holly St,Seward Park Ave S,47.54229256,-122.264708, , , 
845,5336,NO,24th Ave NE,Lake City Way NE,47.70501663,-122.3015047, , , 
846,5337,NO,NE 98th St,Lake City Way NE,47.70056207,-122.302934, , , 
847,5338,NO,NE 85th St,Lake City Way NE,47.69076232,-122.3073622, , , 
848,5339,NO,NE 95th St,Lake City Way NE,47.69779398,-122.3052103, , , 
849,5340,NO,NE 86th St,Ravenna Ave NE,47.69132316,-122.3019707, , , 
850,5341,NO,50th Ave NE,NE 75th St,47.68309523,-122.2747334, , , 
851,5342,NO,NE 73rd St,50th Ave NE,47.68140344,-122.2742298, , , 
852,5343,NO,NE 70th St,50th Ave NE,47.67925767,-122.2741813, , , 
853,5344,NO,NE 68th St,50th Ave NE,47.67773086,-122.274145, , , 
854,5345,NO,Princeton Ave NE,NE 65th St,47.67570082,-122.2754909, , , 
855,5346,NO,45th Ave NE,NE 65th St,47.67571379,-122.2791949, , , 
856,5347,NO,43rd Ave NE,NE 65th St,47.6757139,-122.2819032, , , 
857,5348,NO,40th Ave NE,NE 65th St,47.67571256,-122.2845441, , , 
858,5349,NO,38th Ave NE,NE 65th St,47.67571071,-122.2866384, , , 
859,5350,NO,40th Ave SW,SW Morgan St,47.54474093,-122.3827785, , , 
860,5351,NO,42nd Ave SW,SW Morgan St,47.54477943,-122.3855177, , , 
861,5352,NO,40th Ave SW,SW Morgan St,47.54488745,-122.3835024, , , 
862,5353,NO,38th Ave SW,SW Morgan St,47.54484013,-122.3808804, , , 
863,5354,NO,35th Ave SW,SW Morgan St,47.54475285,-122.3768361, , , 
864,5355,NO,SW Sylvan Heights Dr,Sylvan Way SW,47.54049854,-122.3690204, , , 
865,5356,NO,Delridge Way SW,Sylvan Way SW,47.53742401,-122.3633587, , , 
866,5357,NO,SW Webster St,Delridge Way SW,47.53526351,-122.3611251, , , 
867,5358,NO,S Morgan St,Seward Park Ave S,47.54409573,-122.2642725, , , 
868,5359,NO,S Hawthorne Rd,Seward Park Ave S,47.54872417,-122.2593169, , , 
869,5360,NO,S Juneau St,Seward Park Ave S,47.54955832,-122.2589271, , , 
870,5361,NO,S Orcas St,Seward Park Ave S,47.55084782,-122.2620784, , , 
871,5362,NO,55th Ave S,S Orcas St,47.55104153,-122.2647283, , , 
872,5363,NO,S Findlay St,Wilson Ave S,47.55200242,-122.2669547, , , 
873,5364,NO,S Brandon St,Wilson Ave S,47.55316446,-122.268245, , , 
874,5365,NO,S Dawson St,Wilson Ave S,47.55497764,-122.2699976, , , 
875,5366,NO,S Hudson St,Wilson Ave S,47.55686574,-122.2707478, , , 
876,5367,NO,S Alaska St,50th Ave S,47.56037891,-122.270789, , , 
877,5368,NO,NE 75th St,15th Ave NE,47.68328793,-122.3119679, , , 
878,5369,NO,NE 70th St,15th Ave NE,47.67961541,-122.3118897, , , 
879,5370,NO,NE 65th St,15th Ave NE,47.67608032,-122.3118196, , , 
880,5371,NO,NE 70th St,15th Ave NE,47.67915484,-122.3120854, , , 
881,5372,NO,35th Ave NE,NE 65th St,47.67570951,-122.2899538, , , 
882,5373,NO,33rd Ave NE,NE 65th St,47.67571694,-122.2919094, , , 
883,5374,NO,31st Ave NE,NE 65th St,47.67571464,-122.2939552, , , 
884,5375,NO,27th Ave NE,NE 65th St,47.67570238,-122.2982017, , , 
885,5376,NO,25th Ave NE,NE 65th St,47.67570044,-122.3002712, , , 
886,5377,NO,23rd Ave NE,NE 65th St,47.67570076,-122.3024025, , , 
887,5378,NO,21st Ave NE,NE 65th St,47.6757031,-122.3051334, , , 
888,5379,NO,19th Ave NE,NE 65th St,47.67574583,-122.3077093, , , 
889,5380,YES,16th Ave NE,NE 65th St,47.6757084,-122.3109247, , , 
890,5381,NO,SW Webster St,16th Ave SW,47.53525517,-122.3551067, , , 
891,5382,NO,SW Myrtle St,16th Ave SW,47.53882696,-122.3550803, , , 
892,5383,NO,SW Holly St,16th Ave SW,47.5428137,-122.355008, , , 
893,5384,NO,SW Findlay St,16th Ave SW,47.5494672,-122.3545921, , , 
894,5385,NO,SW Findlay St,16th Ave SW,47.54873079,-122.3549067, , , 
895,5386,NO,SW Brandon St,16th Ave SW,47.55522964,-122.3548791, , , 
896,5387,NO,18th Ave SW,SW Dawson St,47.55568131,-122.3571142, , , 
897,5388,NO,SW Dawson St,21st Ave SW,47.55744079,-122.3602359, , , 
898,5389,NO,22nd Ave SW,21st Ave SW,47.55913413,-122.3602732, , , 
899,5390,NO,S Mead St,4th Ave S,47.55078019,-122.3296611, , , 
900,5391,NO,S Brandon St,4th Ave S,47.55388265,-122.3296333, , , 
901,5392,NO,S Dawson St,4th Ave S,47.55538679,-122.3296195, , , 
902,5393,NO,Diagonal Ave S,4th Ave S,47.56435643,-122.3295085, , , 
903,5394,NO,Diagonal Ave S,4th Ave S,47.56793806,-122.329246, , , 
904,5395,NO,S Spokane St,4th Ave S,47.57101801,-122.3291153, , , 
905,5396,NO,S Industrial Way,4th Ave S,47.56896755,-122.3289383, , , 
906,5397,NO,S Industrial Way,4th Ave S,47.56515495,-122.3293103, , , 
907,5408,NO,Spring St,9th Ave,47.60918245,-122.3281775, , , 
908,5409,YES,E Pike St,Broadway,47.61413784,-122.3208678, , , 
909,5410,NO,E Pine St,Broadway,47.61516183,-122.3206813, , , 
910,5411,NO,E Union St,Broadway,47.61289046,-122.3206466, , , 
911,5412,NO,Columbia St,9th Ave,47.60719925,-122.3261252, , , 
912,5413,NO,James St,9th Ave,47.60601643,-122.3250427, , , 
913,5414,NO,Alder St,9th Ave,47.60403375,-122.3232287, , , 
914,5415,NO,E Marion St,Broadway,47.61015082,-122.3206419, , , 
915,5416,NO,Carleton Ave S,S Bailey St,47.54736196,-122.319676, , , 
916,5417,NO,S Warsaw St,Carleton Ave S,47.54445122,-122.3209677, , , 
917,5418,NO,E Madison St,15th Ave,47.61469928,-122.3128564, , , 
918,5419,NO,S Willow St,Carleton Ave S,47.5413992,-122.32195, , , 
919,5422,NO,S Lucile St,4th Ave S,47.55376395,-122.3294319, , , 
920,5431,NO,S Idaho St,East Marginal Way S,47.56455386,-122.3392492, , , 
921,5432,NO,Diagonal Ave S,East Marginal Way S,47.5625961,-122.3392515, , , 
922,5433,NO,S Alaska St,Federal Center South AcRd,47.56047827,-122.3396896, , , 
923,5434,NO,S Alaska St,East Marginal Way S,47.55991366,-122.3392481, , , 
924,5435,NO,S Lucile St,East Marginal Way S,47.55367896,-122.3369556, , , 
925,5436,NO,E Terrace St,Broadway,47.60543975,-122.3206328, , , 
926,5437,NO,Rainier Ave S,I-90 Expr Ramp,47.59008513,-122.3068788, , , 
927,5447,NO,23rd Ave W,Gilman Ave W,47.6553821,-122.3859865, , , 
928,5448,NO,23rd Ave W,Gilman Ave W,47.65544182,-122.3857955, , , 
929,5449,NO,Stone Ave N,N Northgate Way,47.70497301,-122.3416594, , , 
930,5450,NO,Aurora Ave N,N Northgate Way,47.70497654,-122.3442893, , , 
931,5451,NO,Rainier Ave S,I-90 Expr Ramp,47.59045515,-122.3075005, , , 
932,5452,NO,3rd Ave NW,Holman Rd NW,47.70248744,-122.3603744, , , 
933,5453,NO,7th Ave NW,Holman Rd NW,47.70043928,-122.3644192, , , 
934,5454,NO,9th Ave NW,Holman Rd NW,47.69842909,-122.3683718, , , 
935,5455,NO,13th Ave NW,Holman Rd NW,47.69642378,-122.3723218, , , 
936,5456,NO,Mary Ave NW,Holman Rd NW,47.69469059,-122.3753337, , , 
937,5457,NO,Mary Ave NW,Holman Rd NW,47.69453073,-122.3757387, , , 
938,5458,NO,13th Ave NW,Holman Rd NW,47.69626242,-122.3729798, , , 
939,5459,NO,7th Ave NW,Holman Rd NW,47.70030074,-122.365025, , , 
940,5460,NO,Greenwood Ave N,N 105th St,47.70514581,-122.355214, , , 
941,5461,NO,Fremont Ave N,N 105th St,47.7051297,-122.3503634, , , 
942,5462,NO,Holman Rd NW,7th Ave NW,47.70092304,-122.3646631, , , 
943,5463,NO,Aurora Ave N,N 105th St,47.70511592,-122.3452679, , , 
944,5464,NO,Delridge Way SW,SW Oregon St,47.56282179,-122.363014, , , 
945,5465,NO,23rd Ave SW,22nd Ave SW,47.56088509,-122.3615042, , , 
946,5466,NO,23rd Ave SW,22nd Ave SW,47.56086027,-122.3612609, , , 
947,5467,NO,SW Barton St,25th Ave SW,47.52122373,-122.364633, , , 
948,5468,NO,25th Ave SW,SW Barton St,47.52108583,-122.3648894, , , 
949,5469,NO,SW Henderson St,25th Ave SW,47.52290294,-122.3646229, , , 
950,5470,NO,SW Trenton St,25th Ave SW,47.52440961,-122.3646143, , , 
951,5471,NO,SW Cloverdale St,24th Ave SW,47.52650648,-122.3632542, , , 
952,5472,NO,25th Ave SW,SW Thistle St,47.52820684,-122.3649038, , , 
953,5473,NO,28th Ave SW,SW Thistle St,47.52820769,-122.3687399, , , 
954,5474,NO,31st Ave SW,SW Thistle St,47.52820928,-122.3722529, , , 
955,5475,NO,Fremont Ave N,N 105th St,47.70499244,-122.3497543, , , 
956,5476,NO,37th Ave SW,SW Thistle St,47.52827814,-122.3794481, , , 
957,5477,NO,39th Ave SW,SW Thistle St,47.52834,-122.3821176, , , 
958,5478,NO,41st Ave SW,SW Thistle St,47.52839176,-122.3842851, , , 
959,5479,NO,SW Southern St,41st Ave SW,47.52970846,-122.3847769, , , 
960,5480,NO,SW Monroe St,41st Ave SW,47.53130313,-122.3847651, , , 
961,5481,NO,SW Portland St,41st Ave SW,47.53265998,-122.3847535, , , 
962,5482,NO,California Ave SW,SW Ida St,47.53429766,-122.3869707, , , 
963,5483,NO,SW Webster St,California Ave SW,47.53560722,-122.3874018, , , 
964,5484,NO,SW Othello St,California Ave SW,47.53819198,-122.3873741, , , 
965,5485,NO,SW Myrtle St,California Ave SW,47.53994692,-122.3873542, , , 
966,5486,NO,3rd Ave NW,Holman Rd NW,47.70230866,-122.3610638, , , 
967,5487,NO,Fauntleroy Way SW,California Ave SW,47.54457596,-122.3873028, , , 
968,5488,NO,47th Ave SW,SW Genesee St,47.5646893,-122.3917654, , , 
969,5489,NO,49th Ave SW,SW Genesee St,47.56471456,-122.3944426, , , 
970,5490,NO,51st Ave SW,SW Genesee St,47.56473611,-122.3971992, , , 
971,5491,NO,53rd Ave SW,SW Genesee St,47.56476004,-122.3998399, , , 
972,5492,NO,SW Genesee St,55th Ave SW,47.56516362,-122.4029279, , , 
973,5493,NO,SW Dakota St,55th Ave SW,47.56680011,-122.4029082, , , 
974,5494,NO,SW Andover St,55th Ave SW,47.56839014,-122.4028934, , , 
975,5495,NO,53rd Ave SW,SW Charlestown St,47.57042097,-122.4004214, , , 
976,5496,NO,51st Ave SW,SW Charlestown St,47.57038299,-122.3977698, , , 
977,5497,NO,High Point Dr SW,Sylvan Way SW,47.5433649,-122.3707835, , , 
978,5498,NO,SW Spokane St,49th Ave SW,47.57185648,-122.3948358, , , 
979,5499,NO,SW Hinds St,49th Ave SW,47.57366249,-122.3948159, , , 
980,5500,NO,SW Hanford St,49th Ave SW,47.5755695,-122.3947095, , , 
981,5501,NO,SW Stevens St,49th Ave SW,47.57724293,-122.3942453, , , 
982,5502,NO,SW Stevens St,49th Ave SW,47.57777011,-122.3940988, , , 
983,5503,NO,SW Hinds St,49th Ave SW,47.57407268,-122.3946088, , , 
984,5504,NO,SW Spokane St,49th Ave SW,47.57228255,-122.3946285, , , 
985,5505,NO,SW Charlestown St,49th Ave SW,47.57057021,-122.3946481, , , 
986,5506,NO,51st Ave SW,SW Charlestown St,47.57023683,-122.3970958, , , 
987,5507,NO,53rd Ave SW,SW Charlestown St,47.57027471,-122.3997334, , , 
988,5508,NO,35th Ave SW,SW Thistle St,47.52822243,-122.3771106, , , 
989,5509,NO,SW Andover St,55th Ave SW,47.5687114,-122.4027278, , , 
990,5510,NO,55th Ave SW,SW Genesee St,47.56498346,-122.4027865, , , 
991,5511,NO,53rd Ave SW,SW Genesee St,47.56495701,-122.4005399, , , 
992,5512,NO,51st Ave SW,SW Genesee St,47.56487438,-122.3973466, , , 
993,5513,NO,49th Ave SW,SW Genesee St,47.56485503,-122.3949214, , , 
994,5514,NO,47th Ave SW,SW Genesee St,47.5648333,-122.3924964, , , 
995,5515,NO,SW Genesee St,Glenn Way SW,47.56471067,-122.3906702, , , 
996,5516,NO,SW Holly St,California Ave SW,47.54331808,-122.3871041, , , 
997,5517,NO,SW Myrtle St,California Ave SW,47.54014933,-122.3871502, , , 
998,5518,NO,SW Willow St,California Ave SW,47.54204162,-122.3873318, , , 
999,5519,NO,Wellesley Way NE,NE 65th St,47.67570587,-122.2769835, , , 
1000,5520,NO,29th Ave NE,NE 65th St,47.67570432,-122.2960344, , , 
1001,5521,NO,SW College St,California Ave SW,47.58319804,-122.3863509, , , 
1002,5522,NO,30th Ave NW,NW 85th St,47.69063266,-122.3962814, , , 
1003,5523,YES,Roosevelt Way NE,NE 65th St,47.67589539,-122.3177142, , , 
1004,5524,NO,NE 52nd St,15th Ave NE,47.6666001,-122.311797, , , 
1005,5525,NO,49th Ave SW,SW Charlestown St,47.57035685,-122.3953102, , , 
1006,5526,NO,S 94th Pl,East Marginal Way S,47.51888237,-122.2982224, , , 
1007,5527,NO,44th Ave SW,SW Alaska St,47.56120143,-122.3879404, , , 
1008,5528,NO,SW Lander St,California Ave SW,47.57905146,-122.3867175, , , 
1009,5529,NO,SW Dakota St,California Ave SW,47.56678111,-122.3866505, , , 
1010,5530,NO,8th Ave S,S Cloverdale St,47.52652946,-122.3232517, , , 
1011,5531,NO,S 96th Pl,East Marginal Way S,47.5173201,-122.2969544, , , 
1012,5532,NO,SW Charlestown St,55th Ave SW,47.57025524,-122.4027093, , , 
1013,5533,NO,SW Fontanelle St,California Ave SW,47.53727118,-122.3871812, , , 
1014,5534,NO,SW Austin St,California Ave SW,47.53534303,-122.3872023, , , 
1015,5535,NO,California Ave SW,SW Ida St,47.53443584,-122.3871934, , , 
1016,5536,NO,SW Holden St,41st Ave SW,47.53384429,-122.3845397, , , 
1017,5537,NO,SW Elmgrove St,41st Ave SW,47.53094054,-122.3845655, , , 
1018,5538,NO,SW Rose St,41st Ave SW,47.52945893,-122.3845765, , , 
1019,5539,NO,41st Ave SW,SW Thistle St,47.52853548,-122.3845612, , , 
1020,5540,NO,39th Ave SW,SW Thistle St,47.52848213,-122.3823248, , , 
1021,5541,NO,37th Ave SW,SW Thistle St,47.528419,-122.3796081, , , 
1022,5542,NO,SW Othello St,California Ave SW,47.53836915,-122.3871697, , , 
1023,5543,NO,35th Ave S,S Alaska St,47.560651,-122.2890001, , , 
1024,5544,NO,SW Brandon St,16th Ave SW,47.55393182,-122.35468, , , 
1025,5545,NO,Delridge Way SW,SW Orchard St,47.53726992,-122.3630429, , , 
1026,5546,NO,SW Alaska St,44th Ave SW,47.56138923,-122.3880146, , , 
1027,5547,NO,21st Ave SW,Delridge Way SW,47.534692,-122.3606719, , , 
1028,5548,NO,SW Findlay St,16th Ave SW,47.55189231,-122.3548721, , , 
1029,5549,NO,35th Ave S,S Alaska St,47.56078813,-122.2890316, , , 
1030,5551,NO,W Government Way,Texas Way,47.66230692,-122.4054292, , , 
1031,5552,NO,27th Ave W,Gilman Ave W,47.65973524,-122.3911977, , , 
1032,5553,NO,W Barrett St,22nd Ave W,47.64679514,-122.3845403, , , 
1033,5554,NO,27th Ave W,W Blaine St,47.63516007,-122.3912081, , , 
1034,5555,NO,W Dravus St,22nd Ave W,47.64825594,-122.3847495, , , 
1035,5556,NO,W Jameson St,Gilman Ave W,47.65944887,-122.3910971, , , 
1036,5557,NO,48th Ave S,S Henderson St,47.52323597,-122.272554, , , 
1037,5558,NO,S Othello St,Beacon Ave S,47.53726711,-122.2941122, , , 
1038,5559,NO,S Brandon St,Beacon Ave S,47.55349356,-122.3028771, , , 
1039,5560,NO,35th Ave SW,SW Thistle St,47.52835659,-122.3769822, , , 
1040,5561,NO,34th Ave SW,SW Thistle St,47.52834753,-122.375119, , , 
1041,5562,NO,SW Henderson St,25th Ave SW,47.52310802,-122.3644194, , , 
1042,5563,NO,SW Barton St,25th Ave SW,47.52129445,-122.3644302, , , 
1043,5564,NO,SW Roxbury St,15th Ave SW,47.51689125,-122.3539089, , , 
1044,5565,NO,SW 98th St,14th Ave SW,47.51562959,-122.3529308, , , 
1045,5566,NO,28th Ave SW,SW Thistle St,47.52834481,-122.3688554, , , 
1046,5567,NO,25th Ave SW,SW Thistle St,47.5283442,-122.3644524, , , 
1047,5568,NO,Orin Ct N,East Green Lake Dr N,47.68380927,-122.3345285, , , 
1048,5569,NO,11th Ave NW,NW 85th St,47.69056408,-122.3700167, , , 
1049,5570,NO,28th Ave NE,NE 125th St,47.71921596,-122.2974356, , , 
1050,5571,NO,Roosevelt Way NE,NE 125th St,47.7194362,-122.3178922, , , 
1051,5572,NO,NE 103rd St,Northgate TC AcRd,47.70249933,-122.3272931, , , 
1052,5573,NO,Oakhurst Rd S,Seward Park Ave S,47.54644844,-122.2620084, , , 
1053,5574,NO,S Angeline St,50th Ave S,47.55919822,-122.2707782, , , 
1054,5575,NO,Cascadia Ave S,S Genesee St,47.5640685,-122.2824637, , , 
1055,5576,NO,S Nevada St,15th Ave S,47.56506201,-122.3135798, , , 
1056,5577,NO,S Holgate St,4th Ave S,47.58638357,-122.3289451, , , 
1057,5578,NO,S Dakota St,15th Ave S,47.56748141,-122.3133435, , , 
1058,5579,NO,S Dawson St,Beacon Ave S,47.55623536,-122.3032055, , , 
1059,5580,NO,S Myrtle St,Beacon Ave S,47.53830594,-122.2949605, , , 
1060,5581,NO,38th Ave S,Beacon Ave S,47.52316008,-122.2850958, , , 
1061,5582,NO,42nd Ave NE,NE 45th St,47.66120194,-122.282492, , , 
1062,5583,NO,8th Ave NW,NW Market St,47.66873004,-122.3664693, , , 
1063,5584,NO,20th Ave NE,NE 145th St,47.73381974,-122.3076161, , , 
1064,5585,NO,NE 145th St,15th Ave NE,47.73433647,-122.3126416, , , 
1065,5589,NO,NE 143rd St,15th Ave NE,47.73201117,-122.3126062, , , 
1066,5590,NO,NE 135th St,15th Ave NE,47.72687594,-122.3125375, , , 
1067,5591,YES,NE 123rd St,15th Ave NE,47.71784476,-122.3125091, , , 
1068,5592,NO,43rd Ave S,S Genesee St,47.56414595,-122.2798211, , , 
1069,5593,NO,S Hudson St,50th Ave S,47.55725893,-122.2705748, , , 
1070,5594,NO,Wilson Ave S,Seward Park Ave S,47.54492298,-122.2634029, , , 
1071,5595,NO,45th Ave SW,SW Alaska St,47.56106739,-122.3891859, , , 
1072,5596,NO,SW Raymond St,48th Ave SW,47.54850563,-122.3937052, , , 
1073,5597,NO,Atlas Pl SW,Beach Dr SW,47.54682519,-122.3986361, , , 
1074,5598,NO,SW Jacobsen Rd,Beach Dr SW,47.56107,-122.4041564, , , 
1075,5599,NO,SW Hinds St,63rd Ave SW,47.57416024,-122.4134895, , , 
1076,5600,NO,Fremont Ave N,N 46th St,47.66220417,-122.3504231, , , 
1077,5601,NO,Corliss Ave N,N 45th St,47.66143731,-122.3312203, , , 
1078,5602,NO,NE Boat St,Brooklyn Ave NE,47.65193914,-122.3144149, , , 
1079,5603,NO,E Roanoke St,East Montlake Pl E,47.64309054,-122.3028325, , , 
1080,5604,NO,16th Ave E,E Thomas St,47.62042321,-122.3110045, , , 
1081,5605,NO,Summit Ave E,E Olive Way,47.61914545,-122.3250935, , , 
1082,5606,NO,22nd Ave E,E John St,47.62027786,-122.3039779, , , 
1083,5607,NO,Phinney Ave N,N 46th St,47.66206595,-122.3536211, , , 
1084,5608,NO,NE 95th St,15th Ave NE,47.69780456,-122.3119708, , , 
1085,5609,NO,NE 85th St,15th Ave NE,47.6905811,-122.3121102, , , 
1086,5610,NO,NE 133rd St,30th Ave NE,47.7249432,-122.2962684, , , 
1087,5611,NO,NE 92nd St,Ravenna Ave NE,47.69574809,-122.3052433, , , 
1088,5612,NO,Bonair Dr SW,Alki Ave SW,47.59067507,-122.3929042, , , 
1089,5613,NO,SW Maryland Pl,Harbor Ave SW,47.59362765,-122.3833889, , , 
1090,5614,NO,Fairmount Ave SW,Harbor Ave SW,47.58446793,-122.3750997, , , 
1091,5615,NO,SW Florida St,Harbor Ave SW,47.58140728,-122.3730058, , , 
1092,5616,NO,Harbor Ave SW,Alki Ave SW,47.59411748,-122.3891408, , , 
1093,5617,NO,SW Douglas Pl,Beach Dr SW,47.56580617,-122.4079416, , , 
1094,5618,NO,Atlas Pl SW,Beach Dr SW,47.55024821,-122.397611, , , 
1095,5619,NO,SW Eddy St,48th Ave SW,47.54567524,-122.3944338, , , 
1096,5620,NO,SW Edmunds St,49th Ave SW,47.55963259,-122.3949916, , , 
1097,5621,NO,Aurora Ave N,N 46th St,47.66198653,-122.3469403, , , 
1098,5622,NO,NW 120th St,3rd Ave NW,47.71618583,-122.3607979, , , 
1099,5623,NO,NW 100th Pl,8th Ave NW,47.70115878,-122.3659375, , , 
1100,5624,NO,NW 80th St,8th Ave NW,47.68716942,-122.3659059, , , 
1101,5625,NO,NW 60th St,8th Ave NW,47.67253347,-122.3660437, , , 
1102,5626,NO,11th Ave NW,NW Leary Way,47.66372035,-122.3712354, , , 
1103,5627,NO,NE 80th St,15th Ave NE,47.68639667,-122.3122358, , , 
1104,5628,NO,24th Ave NE,Lake City Way NE,47.70435498,-122.3017008, , , 
1105,5629,NO,NE 133rd St,30th Ave NE,47.7244674,-122.2964654, , , 
1106,5630,NO,26th Ave NE,NE 65th St,47.67583836,-122.299459, , , 
1107,5631,NO,44th Ave NE,NE 65th St,47.67585138,-122.2812092, , , 
1108,5632,NO,52nd Ave NE,NE 65th St,47.67568269,-122.271277, , , 
1109,5633,NO,46th Ave NE,NE 75th St,47.68296154,-122.278442, , , 
1110,5634,NO,41st Ave NE,NE 75th St,47.6831044,-122.2837229, , , 
1111,5645,NO,S Orcas St,4th Ave S,47.55208945,-122.3294467, , , 
1112,5646,NO,S Fidalgo St,4th Ave S,47.55035701,-122.3294614, , , 
1113,5647,NO,S Front St,4th Ave S,47.54799044,-122.3294679, , , 
1114,5648,NO,S Michigan St,4th Ave S,47.54574242,-122.3294713, , , 
1115,5649,NO,S Brighton St,East Marginal Way S,47.54251396,-122.3269648, , , 
1116,5650,NO,Ellis Ave S,East Marginal Way S,47.53891069,-122.3208342, , , 
1117,5651,NO,18th Ave S,Swift Ave S,47.54830337,-122.3101209, , , 
1118,5652,NO,S Eddy St,Swift Ave S,47.54538441,-122.3059525, , , 
1119,5653,NO,Mars Ave S,Swift Ave S,47.54270475,-122.3032911, , , 
1120,5657,NO,E John St,Martin L King Jr Way E,47.62010387,-122.2959741, , , 
1121,5658,NO,E Olive St,Martin L King Jr Way,47.61668153,-122.2960368, , , 
1122,5659,NO,E Marion St,Martin L King Jr Way,47.61018557,-122.2961141, , , 
1123,5660,NO,E Alder St,Martin L King Jr Way,47.60449508,-122.2966806, , , 
1124,5661,NO,S Dearborn St,Martin L King Jr Way S,47.59534585,-122.297509, , , 
1125,5662,NO,S Jackson St,12th Ave S,47.59943128,-122.3170976, , , 
1126,5663,NO,15th Ave S,S Lander St,47.57939536,-122.3127895, , , 
1127,5664,NO,S Stevens St,15th Ave S,47.57708102,-122.3132486, , , 
1128,5665,NO,S Hanford St,15th Ave S,47.57527754,-122.3132622, , , 
1129,5666,NO,S Spokane St,15th Ave S,47.57181573,-122.3132899, , , 
1130,5667,NO,S Oregon St,15th Ave S,47.56336052,-122.3133972, , , 
1131,5668,NO,S Angeline St,15th Ave S,47.56080008,-122.313301, , , 
1132,5679,NO,S Willow St,Swift Ave S,47.54062271,-122.3013134, , , 
1133,5680,NO,Beacon Ave S,S Myrtle St,47.53903737,-122.2969934, , , 
1134,5681,NO,32nd Ave S,S Myrtle St,47.53893942,-122.2918852, , , 
1135,5682,NO,S Holly Park Dr,S Myrtle Pl,47.53751551,-122.2872717, , , 
1136,5683,YES,39th Ave S,S Othello St,47.53710551,-122.2837485, , , 
1137,5684,NO,Martin L King Jr Way S,S Othello St,47.5371216,-122.2818038, , , 
1138,5685,NO,39th Ave S,S Myrtle St,47.53883395,-122.2834989, , , 
1139,5686,NO,S Myrtle St,38th Ave S,47.53859267,-122.2845896, , , 
1140,5687,NO,44th Ave S,S Othello St,47.53711807,-122.2783871, , , 
1141,5688,NO,S Irving St,Martin L King Jr Way S,47.59062253,-122.2973255, , , 
1142,5689,NO,S Dearborn St,Martin L King Jr Way S,47.59529476,-122.297733, , , 
1143,5690,NO,S Jackson St,Martin L King Jr Way S,47.59897642,-122.2975086, , , 
1144,5691,NO,E Cherry St,Martin L King Jr Way,47.60766726,-122.2964024, , , 
1145,5692,NO,E Marion St,Martin L King Jr Way,47.6097915,-122.2963207, , , 
