,join_fid,awning,cross_stre,on_street,lat,lon,type,name,address,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID
16108,651,NO,S Webster St,Beacon Ave S,47.5353263173,-122.291202558,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
16109,2046,NO,S Webster St,Beacon Ave S,47.5352232841,-122.290349264,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
16195,2045,NO,32nd Ave S,Beacon Ave S,47.536092086,-122.2916205,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
16249,211,NO,SW Thistle St,9th Ave SW,47.5280493992,-122.346840199,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16250,212,NO,SW Elmgrove St,9th Ave SW,47.5298857904,-122.346851583,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16251,226,NO,SW Thistle St,9th Ave SW,47.528531328,-122.346640601,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16254,205,NO,SW Cambridge St,8th Ave SW,47.5192132423,-122.345519842,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16255,529,NO,8th Ave SW,SW Roxbury St,47.5173687083,-122.345804331,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16256,1981,NO,8th Ave SW,SW Roxbury St,47.5172272344,-122.345045798,Bus Stop,,,,,,,
16267,1249,NO,SW 99th St,8th Ave SW,47.5156771426,-122.345363683,Bus Stop,,,,,,,
16285,225,NO,SW Elmgrove St,9th Ave SW,47.5303568042,-122.34665225,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16314,509,NO,SW 99th St,8th Ave SW,47.5154962975,-122.345149509,Bus Stop,,,,,,,
16340,213,NO,SW Kenyon St,9th Ave SW,47.5317214357,-122.346863722,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16408,224,NO,SW Kenyon St,Highland Park Way SW,47.5321793572,-122.34667724,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16446,214,NO,SW Portland St,Highland Park Way SW,47.5334524851,-122.34707877,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16463,223,NO,SW Holden St,Highland Park Way SW,47.5336287563,-122.346910126,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16573,209,NO,SW Henderson St,9th Ave SW,47.5230780042,-122.34681451,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16637,210,NO,SW Trenton St,9th Ave SW,47.5243991762,-122.346821158,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
16638,3315,,,,47.525177,-122.348278,Elementary Schools,Highland Park,1012 SW Trenton St,91.0,188.0,Highland Park,DELRIDGE,20.0
16666,227,NO,SW Trenton St,9th Ave SW,47.5249671394,-122.346621706,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17164,215,NO,SW Othello St,Highland Park Way SW,47.536268197,-122.347181344,Bus Stop,,,93.0,180.0,Riverview,DELRIDGE,20.0
17165,1337,NO,SW Othello St,Highland Park Way SW,47.5365912555,-122.346912461,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17416,235,NO,SW Barton St,8th Ave SW,47.5207253196,-122.345324886,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17490,528,NO,12th Ave SW,SW Roxbury St,47.5173963243,-122.350482828,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17491,1250,NO,12th Ave SW,SW Roxbury St,47.5172582718,-122.350315166,Bus Stop,,,,,,,
17508,527,NO,15th Ave SW,SW Roxbury St,47.5174331039,-122.353553695,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17517,1251,NO,15th Ave SW,SW Roxbury St,47.5172960032,-122.353553137,Bus Stop,,,,,,,
17589,1700,NO,SW Roxbury St,16th Ave SW,47.5178421442,-122.355043565,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17619,1678,NO,SW Barton St,16th Ave SW,47.5212733587,-122.355005939,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17656,3391,,,,47.522378,-122.354989,Food Banks,Salvation Army White Center,9050 16th Ave SW,91.0,188.0,Highland Park,DELRIDGE,20.0
17661,1675,NO,SW Henderson St,16th Ave SW,47.5231345995,-122.354985208,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17671,1236,NO,SW Henderson St,16th Ave SW,47.5230095967,-122.355189062,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
17701,1237,NO,SW Cloverdale St,16th Ave SW,47.5262449232,-122.355160642,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
17702,1674,NO,SW Trenton St,16th Ave SW,47.5249575677,-122.354965303,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17724,1673,NO,SW Cloverdale St,16th Ave SW,47.5267570847,-122.354955481,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17742,1238,NO,SW Thistle St,16th Ave SW,47.5280427015,-122.355150941,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
17760,1979,NO,SW Thistle St,16th Ave SW,47.5285137151,-122.354945946,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17783,1672,NO,SW Elmgrove St,16th Ave SW,47.5302646294,-122.354936745,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17785,1239,NO,SW Elmgrove St,16th Ave SW,47.5298330465,-122.355141362,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
17795,1671,NO,SW Kenyon St,16th Ave SW,47.5321091421,-122.354927076,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17798,1240,NO,SW Kenyon St,16th Ave SW,47.5316292237,-122.355132321,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
17813,1670,NO,SW Holden St,16th Ave SW,47.5335100294,-122.354917531,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
17850,1950,NO,SW Holden St,16th Ave SW,47.5334284177,-122.355120494,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
17852,890,NO,SW Webster St,16th Ave SW,47.5352551724,-122.355106712,Bus Stop,,,93.0,180.0,Riverview,DELRIDGE,20.0
17861,833,NO,SW Webster St,16th Ave SW,47.5357216707,-122.354900682,Bus Stop,,,93.0,180.0,Riverview,DELRIDGE,20.0
17863,1244,NO,Dumar Way SW,SW Austin St,47.5344854429,-122.355890789,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
17864,1669,NO,Dumar Way SW,SW Austin St,47.5346230487,-122.356128963,Bus Stop,,,93.0,180.0,Riverview,DELRIDGE,20.0
17886,204,NO,SW Roxbury St,15th Ave SW,47.5169359301,-122.354112202,Bus Stop,,,,,,,
17889,1043,NO,SW Roxbury St,15th Ave SW,47.5168912502,-122.353908918,Bus Stop,,,,,,,
17892,1697,NO,16th Ave SW,SW Roxbury St,47.5174383588,-122.355557049,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
18227,1044,NO,SW 98th St,14th Ave SW,47.5156295942,-122.352930799,Bus Stop,,,,,,,
18252,76,NO,15th Ave SW,SW 98th St,47.5155903146,-122.353898264,Bus Stop,,,,,,,
18291,1701,NO,17th Ave SW,SW Roxbury St,47.5172860369,-122.356751709,Bus Stop,,,,,,,
18418,1677,NO,SW Cambridge St,Delridge Way SW,47.5194137083,-122.356877889,Bus Stop,,,95.0,190.0,South Delridge,DELRIDGE,20.0
18704,832,NO,SW Orchard St,16th Ave SW,47.5383987928,-122.354880203,Bus Stop,,,93.0,180.0,Riverview,DELRIDGE,20.0
18715,891,NO,SW Myrtle St,16th Ave SW,47.538826964,-122.355080315,Bus Stop,,,93.0,180.0,Riverview,DELRIDGE,20.0
18868,1203,NO,18th Ave S,Swift Ave S,47.5477505086,-122.309497122,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
18992,1149,NO,S Shelton St,15th Ave S,47.5581635635,-122.313320956,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
18993,1183,NO,S Shelton St,15th Ave S,47.557673787,-122.313527305,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
19033,1150,NO,S Dawson St,15th Ave S,47.5558308515,-122.313338718,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
19050,1182,NO,S Dawson St,15th Ave S,47.5554100375,-122.313544457,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
19437,1180,NO,S Orcas St,15th Ave S,47.5510761154,-122.313580458,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
19624,1932,NO,S Angeline St,S Columbian Way,47.5605191662,-122.30781316,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
19625,1991,NO,S Angeline St,S Columbian Way,47.5605588217,-122.307468407,Bus Stop,,,81.0,166.0,North Beacon Hill,BEACON HILL,17.0
20090,1151,NO,S Lucile St,15th Ave S,47.553696972,-122.313354869,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
20091,1181,NO,S Lucile St,15th Ave S,47.5531630718,-122.313561879,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
20146,3436,,,,47.55237,-122.31391,High Schools,Cleveland,5511 15th Ave S,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
20875,1135,NO,S Holly Park Dr,S Myrtle Pl,47.5375155131,-122.287271684,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
20882,1198,NO,S Holly Park Dr,S Myrtle Pl,47.5373126999,-122.287128433,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
20933,1139,NO,S Myrtle St,38th Ave S,47.5385926683,-122.284589614,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
20970,1138,NO,39th Ave S,S Myrtle St,47.5388339517,-122.283498934,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
20975,3428,,,,47.539687,-122.285332,Health Centers - Community,Southeast Family Dental Clinic,3800 S Myrtle St,84.0,186.0,Holly Park,BEACON HILL,17.0
21449,315,NO,S Holly St,Martin L King Jr Way S,47.5421967207,-122.283926703,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
21453,304,NO,S Holly St,Martin L King Jr Way S,47.5428591247,-122.283749046,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
21507,303,NO,S Graham St,Martin L King Jr Way S,47.5463383606,-122.285445389,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
21508,316,NO,S Graham St,Martin L King Jr Way S,47.5457633746,-122.285656588,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
21521,317,NO,S Raymond St,Martin L King Jr Way S,47.5480402017,-122.286726066,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
21835,3305,,,,47.523611,-122.324689,Elementary Schools,Concord International School,723 S Concord,71.0,187.0,South Park,NO BROADER TERM,18.0
21889,547,NO,5th Ave S,S Cloverdale St,47.5264058928,-122.327819885,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
21890,628,NO,5th Ave S,S Cloverdale St,47.5265437564,-122.328082074,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
22087,248,NO,S Southern St,8th Ave S,47.5300628359,-122.322739158,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
22170,258,NO,S Director St,14th Ave S,47.5225643138,-122.314859653,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
22634,247,NO,S Kenyon St,8th Ave S,47.531631027,-122.322712718,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
22638,505,NO,S Monroe St,8th Ave S,47.5313091166,-122.322920552,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
23068,243,NO,5th Ave S,S Kenyon St,47.5320532391,-122.327742603,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
23450,233,NO,2nd Ave S,S Holden St,47.534218353,-122.331272949,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
23451,234,NO,2nd Ave S,S Holden St,47.5340796591,-122.331056588,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
23494,217,NO,2nd Ave SW,Highland Park Way SW,47.5399431215,-122.337676009,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
23495,219,NO,2nd Ave SW,Highland Park Way SW,47.5397692852,-122.337489963,Bus Stop,,,71.0,187.0,South Park,NO BROADER TERM,18.0
23810,1245,NO,3rd Ave SW,Olson Pl SW,47.5196847673,-122.338530972,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
23811,1246,NO,Olson-Myers Way P&R AcRd,Olson-Myers Way P&R AcRd,47.5196018954,-122.33617698,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
23812,1247,NO,3rd Ave SW,Olson Pl SW,47.5197242583,-122.33820446,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
23890,1248,NO,5th Ave SW,SW Roxbury St,47.5171694317,-122.34111144,Bus Stop,,,,,,,
23891,1703,NO,5th Pl SW,SW Roxbury St,47.5173471424,-122.341935839,Bus Stop,,,91.0,188.0,Highland Park,DELRIDGE,20.0
24098,3372,,,,47.515155,-122.345149,Food Banks,Cambodian Senior Club,9800 8th Ave SW,,,,,
25087,3462,,,,47.562454,-122.309169,Hospitals,Veterans Hospital,1660 S Columbian Way,81.0,166.0,North Beacon Hill,BEACON HILL,17.0
25101,1933,NO,S Snoqualmie St,S Columbian Way,47.5617624413,-122.310822015,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
25102,1990,NO,VA Hospital AcRd,S Columbian Way,47.5622067844,-122.311198985,Bus Stop,,,81.0,166.0,North Beacon Hill,BEACON HILL,17.0
25126,1131,NO,S Angeline St,15th Ave S,47.5608000786,-122.31330101,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
25166,1130,NO,S Oregon St,15th Ave S,47.5633605233,-122.313397209,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
25168,1185,NO,S Oregon St,15th Ave S,47.5633807564,-122.31359944,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
25170,1989,NO,S Oregon St,S Columbian Way,47.563472368,-122.31290171,Bus Stop,,,81.0,166.0,North Beacon Hill,BEACON HILL,17.0
25173,3512,,,,47.564132,-122.312083,Middle Schools,Mercer,1600 S Columbian Wy,81.0,166.0,North Beacon Hill,BEACON HILL,17.0
25185,1184,NO,S Angeline St,15th Ave S,47.560692782,-122.313504351,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
25267,1055,NO,S Nevada St,15th Ave S,47.565062008,-122.313579845,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
25874,3326,,,,47.558126,-122.3189,Elementary Schools,Maple,4925 Corson Ave S,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
27716,6,NO,4th Ave,Wall St,47.6164505964,-122.346592912,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27717,61,NO,3rd Ave,Wall St,47.6157185669,-122.347268671,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27718,62,NO,3rd Ave,Wall St,47.6157979787,-122.347435247,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27721,2337,NO,Denny Way,Cedar St,47.6185281861,-122.347491126,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27722,2338,NO,Denny Way,5th Ave N,47.6192096817,-122.34769911,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
27723,2546,NO,5th Ave,Wall St,47.6174264068,-122.345332882,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27724,2631,NO,6th Ave,Denny Way,47.6184870353,-122.345116713,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27725,3105,NO,5th Ave N,Denny Way,47.6186363464,-122.347824223,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
27726,3106,NO,6th Ave N,Denny Way,47.6186249621,-122.345277313,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
27727,3131,NO,Cedar St,Denny Way,47.6184991049,-122.34785508,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27728,3143,NO,4th Ave,Battery St,47.6160156738,-122.345235705,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27729,3144,NO,3rd Ave,Battery St,47.6157393486,-122.345862451,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27730,3149,NO,Cedar St,3rd Ave,47.6168680042,-122.348601548,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27731,3242,NO,Vine St,3rd Ave,47.6168597707,-122.348279529,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27764,8,NO,5th Ave,Virginia St,47.6136304561,-122.339139105,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27765,37,NO,5th Ave,Lenora St,47.6142173554,-122.340677858,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27766,68,NO,4th Ave,Lenora St,47.6137101376,-122.341602229,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27767,81,NO,6th Ave,Lenora St,47.6148233506,-122.339892521,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27768,82,NO,Westlake Ave,Virginia St,47.6146659187,-122.337802275,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27769,84,NO,4th Ave,Virginia St,47.6129718275,-122.339993511,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27770,103,NO,5th Ave,Lenora St,47.6142804431,-122.340865503,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27771,104,NO,5th Ave,Lenora St,47.6145955574,-122.340455968,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27773,1813,NO,Olive Way,Westlake Ave,47.6132902976,-122.337323545,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27774,3100,NO,Stewart St,4th Ave,47.6126140927,-122.339114722,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27775,3192,YES,4th Ave,Lenora St,47.6139635994,-122.341274538,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27776,3231,NO,7th Ave,Stewart St,47.6143522226,-122.336184094,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27777,3245,NO,6th Ave,Virginia St,47.6143101609,-122.338262556,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27778,3246,NO,5th Ave,Virginia St,47.6139544609,-122.338719674,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27779,3266,NO,Olive Way,Westlake Ave,47.6132722415,-122.337524533,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27780,3267,NO,Virginia St,Westlake Ave,47.6148575527,-122.33783819,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27781,3431,,,,47.614596,-122.342167,Health Centers - Public,Downtown Public Health Center,2124 4th Ave,62.0,156.0,Belltown,DOWNTOWN,13.0
27783,53,NO,7th Ave,Bell St,47.6174251491,-122.341385851,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27784,58,NO,6th Ave,Bell St,47.6163477809,-122.342510661,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27785,59,NO,6th Ave,Bell St,47.6167934747,-122.3422038,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27786,94,NO,7th Ave,Bell St,47.6170752433,-122.341569472,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27787,100,NO,6th Ave,Bell St,47.6168337397,-122.341882205,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27788,1405,NO,7th Ave,Bell St,47.617161374,-122.341727393,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27789,1406,NO,Denny Way,Dexter Ave,47.6182967254,-122.342489083,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27790,2215,NO,Denny Way,Dexter Ave N,47.6189344732,-122.342282428,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
27791,2216,NO,Denny Way,Aurora Ave,47.6180851324,-122.343445597,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27792,2217,NO,Denny Way,Aurora Ave N,47.6192540144,-122.343909954,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
27796,3107,NO,Dexter Ave N,Denny Way,47.6186122258,-122.3421434,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
27797,3130,NO,Dexter Ave,Denny Way,47.6184765773,-122.342529713,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27853,95,NO,8th Ave,Bell St,47.6178398594,-122.340849426,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27859,2516,NO,Blanchard St,7th Ave,47.6168752945,-122.340370172,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27927,3158,NO,Bell St,3rd Ave,47.6150301002,-122.345184911,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
27944,2181,NO,1st Ave,Marion St,47.6041347399,-122.33500121,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27945,2436,NO,4th Ave,Spring St,47.606868734,-122.333180128,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27946,2465,NO,Marion St,3rd Ave,47.6049900843,-122.333548814,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27947,3084,YES,4th Ave,Marion St,47.6054546865,-122.331843513,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27948,3085,NO,2nd Ave,Marion St,47.6045266116,-122.334064308,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27949,3095,NO,Spring St,5th Ave,47.6069563043,-122.332276995,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27950,3098,NO,Marion St,1st Ave,47.6043157669,-122.335762646,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27951,3120,NO,Madison St,4th Ave,47.6060668704,-122.332760834,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27952,3121,YES,Cherry St,4th Ave,47.6043122588,-122.331155868,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27953,3132,NO,2nd Ave,Madison St,47.6053201669,-122.334909222,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27954,3133,YES,4th Ave,Madison St,47.6059748235,-122.33334389,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27955,3136,NO,5th Ave,Madison St,47.6066342635,-122.331767704,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27956,3145,YES,Marion St,1st Ave,47.6037068964,-122.33544421,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27957,3184,YES,Madison St,3rd Ave,47.6055378073,-122.333811514,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27958,3185,NO,Columbia St,3rd Ave,47.6041809829,-122.332570922,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27959,3207,NO,Columbia St,3rd Ave,47.6037895559,-122.332451206,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27960,3208,NO,2nd Ave,Columbia St,47.6037998865,-122.333828652,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27961,3209,NO,Columbia St,3rd Ave,47.6042592531,-122.332880775,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27962,3210,YES,Seneca St,3rd Ave,47.6064938758,-122.334924303,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27963,3237,YES,Cherry St,2nd Ave,47.603012685,-122.33327552,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27964,3238,NO,Marion St,2nd Ave,47.604460728,-122.334599788,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
27965,3468,,,,47.606485,-122.332968,Libraries,Central,1000 4TH AV,64.0,159.0,Central Business District,DOWNTOWN,13.0
28330,3097,YES,Pine St,5th Ave,47.6116641503,-122.336585359,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28332,3196,NO,Transit Tunnel AcRd,Westlake Sta AcRd,47.6117971337,-122.335801323,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28333,3198,YES,5th Ave,Pine St,47.6117607352,-122.336436342,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28334,3199,NO,Transit Tunnel AcRd,Westlake Sta AcRd,47.6117189003,-122.336698956,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28335,3200,NO,Transit Tunnel AcRd,Westlake Sta AcRd,47.6113854089,-122.337490318,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28337,3219,NO,6th Ave,Olive Way,47.6130229789,-122.336317202,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28338,3230,YES,4th Ave,Stewart St,47.612126326,-122.339061383,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
28344,3505,,,,47.611572,-122.33672,Light Rail,Westlake Station,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28345,3516,,,,47.6119,-122.336842,Monorail,Westlake Mall,5th Ave & Pine St,64.0,159.0,Central Business District,DOWNTOWN,13.0
28360,3255,NO,4th Ave,Blanchard St,47.6145182232,-122.342583742,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
28384,3148,NO,2nd Ave N,Denny Way,47.6185135575,-122.35168793,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
28459,911,NO,Columbia St,9th Ave,47.6071992484,-122.326125237,Bus Stop,,,65.0,160.0,First Hill,DOWNTOWN,13.0
28460,1208,NO,Marion St,9th Ave,47.6074768145,-122.326617557,Bus Stop,,,65.0,160.0,First Hill,DOWNTOWN,13.0
28461,3046,NO,9th Ave,Madison St,47.6083257149,-122.327723815,Bus Stop,,,65.0,160.0,First Hill,DOWNTOWN,13.0
28463,3154,YES,8th Ave,Madison St,47.6080248029,-122.328057955,Bus Stop,,,65.0,160.0,First Hill,DOWNTOWN,13.0
28464,3155,NO,6th Ave,Spring St,47.6078097941,-122.330930336,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28465,3269,NO,Marion St,6th Ave,47.6065660177,-122.33015015,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
28469,1528,NO,Broad St,Denny Way,47.6186464753,-122.350704631,Bus Stop,,,47.0,152.0,Lower Queen Anne,QUEEN ANNE,10.0
28480,265,NO,Spring St,9th Ave,47.6090431451,-122.327811884,Bus Stop,,,65.0,160.0,First Hill,DOWNTOWN,13.0
28481,907,NO,Spring St,9th Ave,47.6091824502,-122.328177452,Bus Stop,,,65.0,160.0,First Hill,DOWNTOWN,13.0
